UNITID,INSTNM,CIPCODE,CIP_Title,AWLEVEL,CTOTALT,SOC,SOC_Title
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,11-9179.00,"Personal Service Managers, All Other"
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,11-9179.01,Fitness and Wellness Coordinators
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,11-9179.02,Spa Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,11-9199.00,"Managers, All Other"
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,11-9199.01,Regulatory Affairs Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,11-9199.02,Compliance Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,11-9199.08,Loss Prevention Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,11-9199.09,Wind Energy Operations Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,11-9199.10,Wind Energy Development Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1051.00,Cost Estimators
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1071.00,Human Resources Specialists
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1081.00,Logisticians
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1081.01,Logistics Engineers
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1081.02,Logistics Analysts
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1082.00,Project Management Specialists
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1111.00,Management Analysts
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1199.00,"Business Operations Specialists, All Other"
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1199.04,Business Continuity Planners
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1199.05,Sustainability Specialists
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1199.06,Online Merchants
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,13-1199.07,Security Management Specialists
198215,Catawba College,52.0201,"Business Administration and Management, General",5,50,25-1011.00,"Business Teachers, Postsecondary"
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-1011.00,Chief Executives
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-1011.03,Chief Sustainability Officers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-1021.00,General and Operations Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-2022.00,Sales Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3012.00,Administrative Services Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3013.00,Facilities Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3013.01,Security Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3051.00,Industrial Production Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3051.01,Quality Control Systems Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3051.02,Geothermal Production Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3051.03,Biofuels Production Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3051.04,Biomass Power Plant Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3051.06,Hydroelectric Production Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3071.00,"Transportation, Storage, and Distribution Managers"
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3071.04,Supply Chain Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3111.00,Compensation and Benefits Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3121.00,Human Resources Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-3131.00,Training and Development Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9021.00,Construction Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9072.00,"Entertainment and Recreation Managers, Except Gambling"
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9151.00,Social and Community Service Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9179.00,"Personal Service Managers, All Other"
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9179.01,Fitness and Wellness Coordinators
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9179.02,Spa Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9199.00,"Managers, All Other"
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9199.01,Regulatory Affairs Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9199.02,Compliance Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9199.08,Loss Prevention Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9199.09,Wind Energy Operations Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9199.10,Wind Energy Development Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1051.00,Cost Estimators
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1071.00,Human Resources Specialists
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1081.00,Logisticians
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1081.01,Logistics Engineers
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1081.02,Logistics Analysts
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1082.00,Project Management Specialists
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1111.00,Management Analysts
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1199.00,"Business Operations Specialists, All Other"
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1199.04,Business Continuity Planners
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1199.05,Sustainability Specialists
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1199.06,Online Merchants
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,13-1199.07,Security Management Specialists
198215,Catawba College,52.0201,"Business Administration and Management, General",7,0,25-1011.00,"Business Teachers, Postsecondary"
198215,Catawba College,52.0301,Accounting,5,12,13-2011.00,Accountants and Auditors
198215,Catawba College,52.0301,Accounting,5,12,13-2022.00,Appraisers of Personal and Business Property
198215,Catawba College,52.0301,Accounting,5,12,13-2031.00,Budget Analysts
198215,Catawba College,52.0301,Accounting,5,12,13-2041.00,Credit Analysts
198215,Catawba College,52.0301,Accounting,5,12,13-2054.00,Financial Risk Specialists
198215,Catawba College,52.0301,Accounting,5,12,13-2061.00,Financial Examiners
198215,Catawba College,52.0301,Accounting,5,12,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
198215,Catawba College,52.0301,Accounting,5,12,13-2082.00,Tax Preparers
198215,Catawba College,52.0301,Accounting,5,12,25-1011.00,"Business Teachers, Postsecondary"
198215,Catawba College,52.1401,"Marketing/Marketing Management, General",5,0,11-2011.00,Advertising and Promotions Managers
198215,Catawba College,52.1401,"Marketing/Marketing Management, General",5,0,11-2021.00,Marketing Managers
198215,Catawba College,52.1401,"Marketing/Marketing Management, General",5,0,11-2022.00,Sales Managers
198215,Catawba College,52.1401,"Marketing/Marketing Management, General",5,0,11-2033.00,Fundraising Managers
198215,Catawba College,52.1401,"Marketing/Marketing Management, General",5,0,13-1131.00,Fundraisers
198215,Catawba College,52.1401,"Marketing/Marketing Management, General",5,0,13-1161.00,Market Research Analysts and Marketing Specialists
198215,Catawba College,52.1401,"Marketing/Marketing Management, General",5,0,13-1161.01,Search Marketing Strategists
198215,Catawba College,52.1401,"Marketing/Marketing Management, General",5,0,25-1011.00,"Business Teachers, Postsecondary"
198215,Catawba College,54.0101,"History, General",5,5,11-9199.00,"Managers, All Other"
198215,Catawba College,54.0101,"History, General",5,5,11-9199.01,Regulatory Affairs Managers
198215,Catawba College,54.0101,"History, General",5,5,11-9199.02,Compliance Managers
198215,Catawba College,54.0101,"History, General",5,5,11-9199.09,Wind Energy Operations Managers
198215,Catawba College,54.0101,"History, General",5,5,11-9199.10,Wind Energy Development Managers
198215,Catawba College,54.0101,"History, General",5,5,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
198215,Catawba College,54.0101,"History, General",5,5,19-3093.00,Historians
198215,Catawba College,54.0101,"History, General",5,5,25-1125.00,"History Teachers, Postsecondary"
198215,Catawba College,54.0101,"History, General",5,5,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
198215,Catawba College,54.0101,"History, General",5,5,39-7011.00,Tour Guides and Escorts
198215,Catawba College,99.0,,5,296,,
198215,Catawba College,99.0,,7,0,,
198260,Central Piedmont Community College,1.0601,"Applied Horticulture/Horticulture Operations, General",3,6,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
198260,Central Piedmont Community College,1.0601,"Applied Horticulture/Horticulture Operations, General",3,6,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
198260,Central Piedmont Community College,1.0601,"Applied Horticulture/Horticulture Operations, General",3,6,25-9021.00,Farm and Home Management Educators
198260,Central Piedmont Community College,1.0601,"Applied Horticulture/Horticulture Operations, General",3,6,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
198260,Central Piedmont Community College,1.0601,"Applied Horticulture/Horticulture Operations, General",3,6,37-3011.00,Landscaping and Groundskeeping Workers
198260,Central Piedmont Community College,1.0601,"Applied Horticulture/Horticulture Operations, General",21,8,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
198260,Central Piedmont Community College,1.0601,"Applied Horticulture/Horticulture Operations, General",21,8,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
198260,Central Piedmont Community College,1.0601,"Applied Horticulture/Horticulture Operations, General",21,8,25-9021.00,Farm and Home Management Educators
198260,Central Piedmont Community College,1.0601,"Applied Horticulture/Horticulture Operations, General",21,8,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
198260,Central Piedmont Community College,1.0601,"Applied Horticulture/Horticulture Operations, General",21,8,37-3011.00,Landscaping and Groundskeeping Workers
198260,Central Piedmont Community College,1.0607,Turf and Turfgrass Management,3,1,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
198260,Central Piedmont Community College,1.0607,Turf and Turfgrass Management,3,1,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
198260,Central Piedmont Community College,1.0607,Turf and Turfgrass Management,3,1,37-3011.00,Landscaping and Groundskeeping Workers
198260,Central Piedmont Community College,1.0607,Turf and Turfgrass Management,3,1,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
198260,Central Piedmont Community College,1.0607,Turf and Turfgrass Management,21,0,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
198260,Central Piedmont Community College,1.0607,Turf and Turfgrass Management,21,0,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
198260,Central Piedmont Community College,1.0607,Turf and Turfgrass Management,21,0,37-3011.00,Landscaping and Groundskeeping Workers
198260,Central Piedmont Community College,1.0607,Turf and Turfgrass Management,21,0,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
198260,Central Piedmont Community College,10.0202,Radio and Television Broadcasting Technology/Technician,3,7,27-4012.00,Broadcast Technicians
198260,Central Piedmont Community College,10.0202,Radio and Television Broadcasting Technology/Technician,3,7,27-4015.00,Lighting Technicians
198260,Central Piedmont Community College,10.0202,Radio and Television Broadcasting Technology/Technician,3,7,27-4031.00,"Camera Operators, Television, Video, and Film"
198260,Central Piedmont Community College,10.0202,Radio and Television Broadcasting Technology/Technician,3,7,27-4032.00,Film and Video Editors
198260,Central Piedmont Community College,10.0202,Radio and Television Broadcasting Technology/Technician,21,8,27-4012.00,Broadcast Technicians
198260,Central Piedmont Community College,10.0202,Radio and Television Broadcasting Technology/Technician,21,8,27-4015.00,Lighting Technicians
198260,Central Piedmont Community College,10.0202,Radio and Television Broadcasting Technology/Technician,21,8,27-4031.00,"Camera Operators, Television, Video, and Film"
198260,Central Piedmont Community College,10.0202,Radio and Television Broadcasting Technology/Technician,21,8,27-4032.00,Film and Video Editors
198260,Central Piedmont Community College,10.0301,"Graphic Communications, General",3,5,51-5111.00,Prepress Technicians and Workers
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,11-3021.00,Computer and Information Systems Managers
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-1211.00,Computer Systems Analysts
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-1211.01,Health Informatics Specialists
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-1212.00,Information Security Analysts
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-1221.00,Computer and Information Research Scientists
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-1241.00,Computer Network Architects
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-1241.01,Telecommunications Engineering Specialists
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-1243.00,Database Architects
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-1243.01,Data Warehousing Specialists
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-1252.00,Software Developers
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-1253.00,Software Quality Assurance Analysts and Testers
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-2051.00,Data Scientists
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-2051.01,Business Intelligence Analysts
198260,Central Piedmont Community College,11.0103,Information Technology,2,2,15-2051.02,Clinical Data Managers
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,11-3021.00,Computer and Information Systems Managers
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-1211.00,Computer Systems Analysts
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-1211.01,Health Informatics Specialists
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-1212.00,Information Security Analysts
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-1221.00,Computer and Information Research Scientists
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-1241.00,Computer Network Architects
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-1241.01,Telecommunications Engineering Specialists
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-1243.00,Database Architects
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-1243.01,Data Warehousing Specialists
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-1252.00,Software Developers
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-1253.00,Software Quality Assurance Analysts and Testers
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-2051.00,Data Scientists
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-2051.01,Business Intelligence Analysts
198260,Central Piedmont Community College,11.0103,Information Technology,3,61,15-2051.02,Clinical Data Managers
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,11-3021.00,Computer and Information Systems Managers
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-1211.00,Computer Systems Analysts
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-1211.01,Health Informatics Specialists
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-1212.00,Information Security Analysts
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-1221.00,Computer and Information Research Scientists
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-1241.00,Computer Network Architects
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-1241.01,Telecommunications Engineering Specialists
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-1243.00,Database Architects
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-1243.01,Data Warehousing Specialists
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-1252.00,Software Developers
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-1253.00,Software Quality Assurance Analysts and Testers
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-2051.00,Data Scientists
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-2051.01,Business Intelligence Analysts
198260,Central Piedmont Community College,11.0103,Information Technology,21,62,15-2051.02,Clinical Data Managers
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",2,0,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",2,0,39-5091.00,"Makeup Artists, Theatrical and Performance"
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",2,0,39-5092.00,Manicurists and Pedicurists
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",2,0,39-5093.00,Shampooers
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",2,0,39-5094.00,Skincare Specialists
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",3,14,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",3,14,39-5091.00,"Makeup Artists, Theatrical and Performance"
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",3,14,39-5092.00,Manicurists and Pedicurists
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",3,14,39-5093.00,Shampooers
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",3,14,39-5094.00,Skincare Specialists
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",21,0,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",21,0,39-5091.00,"Makeup Artists, Theatrical and Performance"
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",21,0,39-5092.00,Manicurists and Pedicurists
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",21,0,39-5093.00,Shampooers
198260,Central Piedmont Community College,12.0401,"Cosmetology/Cosmetologist, General",21,0,39-5094.00,Skincare Specialists
198260,Central Piedmont Community College,12.0413,"Cosmetology, Barber/Styling, and Nail Instructor",21,0,39-5011.00,Barbers
198260,Central Piedmont Community College,12.0413,"Cosmetology, Barber/Styling, and Nail Instructor",21,0,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
198260,Central Piedmont Community College,12.0501,Baking and Pastry Arts/Baker/Pastry Chef,3,10,35-1011.00,Chefs and Head Cooks
198260,Central Piedmont Community College,12.0501,Baking and Pastry Arts/Baker/Pastry Chef,3,10,51-3011.00,Bakers
198260,Central Piedmont Community College,12.0501,Baking and Pastry Arts/Baker/Pastry Chef,21,0,35-1011.00,Chefs and Head Cooks
198260,Central Piedmont Community College,12.0501,Baking and Pastry Arts/Baker/Pastry Chef,21,0,51-3011.00,Bakers
198260,Central Piedmont Community College,12.0503,Culinary Arts/Chef Training,3,22,35-1011.00,Chefs and Head Cooks
198260,Central Piedmont Community College,12.0503,Culinary Arts/Chef Training,3,22,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
198260,Central Piedmont Community College,12.0503,Culinary Arts/Chef Training,3,22,35-2013.00,"Cooks, Private Household"
198260,Central Piedmont Community College,12.0503,Culinary Arts/Chef Training,3,22,35-2014.00,"Cooks, Restaurant"
198260,Central Piedmont Community College,12.0503,Culinary Arts/Chef Training,3,22,35-2019.00,"Cooks, All Other"
198260,Central Piedmont Community College,12.0503,Culinary Arts/Chef Training,21,1,35-1011.00,Chefs and Head Cooks
198260,Central Piedmont Community College,12.0503,Culinary Arts/Chef Training,21,1,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
198260,Central Piedmont Community College,12.0503,Culinary Arts/Chef Training,21,1,35-2013.00,"Cooks, Private Household"
198260,Central Piedmont Community College,12.0503,Culinary Arts/Chef Training,21,1,35-2014.00,"Cooks, Restaurant"
198260,Central Piedmont Community College,12.0503,Culinary Arts/Chef Training,21,1,35-2019.00,"Cooks, All Other"
198260,Central Piedmont Community College,13.0101,"Education, General",21,0,25-1081.00,"Education Teachers, Postsecondary"
198260,Central Piedmont Community College,13.0101,"Education, General",21,0,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
198260,Central Piedmont Community College,13.0101,"Education, General",21,0,25-9043.00,"Teaching Assistants, Special Education"
198260,Central Piedmont Community College,13.0401,"Educational Leadership and Administration, General",21,21,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
198260,Central Piedmont Community College,13.0401,"Educational Leadership and Administration, General",21,21,11-9032.00,"Education Administrators, Kindergarten through Secondary"
198260,Central Piedmont Community College,13.0401,"Educational Leadership and Administration, General",21,21,11-9033.00,"Education Administrators, Postsecondary"
198260,Central Piedmont Community College,13.0401,"Educational Leadership and Administration, General",21,21,11-9039.00,"Education Administrators, All Other"
198260,Central Piedmont Community College,13.1202,Elementary Education and Teaching,21,0,25-1081.00,"Education Teachers, Postsecondary"
198260,Central Piedmont Community College,13.1202,Elementary Education and Teaching,21,0,25-2021.00,"Elementary School Teachers, Except Special Education"
198260,Central Piedmont Community College,13.1209,Kindergarten/Preschool Education and Teaching,21,18,25-1081.00,"Education Teachers, Postsecondary"
198260,Central Piedmont Community College,13.1209,Kindergarten/Preschool Education and Teaching,21,18,25-2011.00,"Preschool Teachers, Except Special Education"
198260,Central Piedmont Community College,13.1209,Kindergarten/Preschool Education and Teaching,21,18,25-2012.00,"Kindergarten Teachers, Except Special Education"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,3,26,25-1081.00,"Education Teachers, Postsecondary"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,3,26,25-2011.00,"Preschool Teachers, Except Special Education"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,3,26,25-2012.00,"Kindergarten Teachers, Except Special Education"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,3,26,25-2021.00,"Elementary School Teachers, Except Special Education"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,3,26,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,3,26,25-9043.00,"Teaching Assistants, Special Education"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,21,13,25-1081.00,"Education Teachers, Postsecondary"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,21,13,25-2011.00,"Preschool Teachers, Except Special Education"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,21,13,25-2012.00,"Kindergarten Teachers, Except Special Education"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,21,13,25-2021.00,"Elementary School Teachers, Except Special Education"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,21,13,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
198260,Central Piedmont Community College,13.121,Early Childhood Education and Teaching,21,13,25-9043.00,"Teaching Assistants, Special Education"
198260,Central Piedmont Community College,14.0102,,3,55,,
198260,Central Piedmont Community College,15.0101,Architectural Engineering Technologies/Technicians,3,10,17-3011.00,Architectural and Civil Drafters
198260,Central Piedmont Community College,15.0101,Architectural Engineering Technologies/Technicians,3,10,17-3022.00,Civil Engineering Technologists and Technicians
198260,Central Piedmont Community College,15.0101,Architectural Engineering Technologies/Technicians,3,10,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
198260,Central Piedmont Community College,15.0101,Architectural Engineering Technologies/Technicians,3,10,17-3029.01,Non-Destructive Testing Specialists
198260,Central Piedmont Community College,15.0101,Architectural Engineering Technologies/Technicians,3,10,17-3029.08,Photonics Technicians
198260,Central Piedmont Community College,15.0101,Architectural Engineering Technologies/Technicians,21,10,17-3011.00,Architectural and Civil Drafters
198260,Central Piedmont Community College,15.0101,Architectural Engineering Technologies/Technicians,21,10,17-3022.00,Civil Engineering Technologists and Technicians
198260,Central Piedmont Community College,15.0101,Architectural Engineering Technologies/Technicians,21,10,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
198260,Central Piedmont Community College,15.0101,Architectural Engineering Technologies/Technicians,21,10,17-3029.01,Non-Destructive Testing Specialists
198260,Central Piedmont Community College,15.0101,Architectural Engineering Technologies/Technicians,21,10,17-3029.08,Photonics Technicians
198260,Central Piedmont Community College,15.0201,Civil Engineering Technologies/Technicians,3,3,17-3022.00,Civil Engineering Technologists and Technicians
198260,Central Piedmont Community College,15.0201,Civil Engineering Technologies/Technicians,3,3,53-6041.00,Traffic Technicians
198260,Central Piedmont Community College,15.0201,Civil Engineering Technologies/Technicians,21,0,17-3022.00,Civil Engineering Technologists and Technicians
198260,Central Piedmont Community College,15.0201,Civil Engineering Technologies/Technicians,21,0,53-6041.00,Traffic Technicians
198260,Central Piedmont Community College,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",3,3,17-3012.00,Electrical and Electronics Drafters
198260,Central Piedmont Community College,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",3,3,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
198260,Central Piedmont Community College,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",3,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
198260,Central Piedmont Community College,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",3,3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
198260,Central Piedmont Community College,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",3,3,17-3024.01,Robotics Technicians
198260,Central Piedmont Community College,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",3,3,17-3028.00,Calibration Technologists and Technicians
198260,Central Piedmont Community College,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",3,3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
198260,Central Piedmont Community College,15.0399,"Electrical/Electronic Engineering Technologies/Technicians, Other",3,9,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
198260,Central Piedmont Community College,15.0399,"Electrical/Electronic Engineering Technologies/Technicians, Other",21,10,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
198260,Central Piedmont Community College,15.0401,Biomedical Technology/Technician,3,8,17-3028.00,Calibration Technologists and Technicians
198260,Central Piedmont Community College,15.0401,Biomedical Technology/Technician,3,8,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
198260,Central Piedmont Community College,15.0401,Biomedical Technology/Technician,3,8,17-3029.01,Non-Destructive Testing Specialists
198260,Central Piedmont Community College,15.0401,Biomedical Technology/Technician,3,8,17-3029.08,Photonics Technicians
198260,Central Piedmont Community College,15.0401,Biomedical Technology/Technician,3,8,49-9062.00,Medical Equipment Repairers
198260,Central Piedmont Community College,15.0401,Biomedical Technology/Technician,21,0,17-3028.00,Calibration Technologists and Technicians
198260,Central Piedmont Community College,15.0401,Biomedical Technology/Technician,21,0,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
198260,Central Piedmont Community College,15.0401,Biomedical Technology/Technician,21,0,17-3029.01,Non-Destructive Testing Specialists
